가맹점명,업종,주소,행정구역,지역구분,이용건수구간,이용금액구간,월요일,화요일,수요일,목요일,금요일,토요일,일요일,5시11시(아침),12시13시(점심),14시17시(오후),18시22시(저녁),23시4시(새벽),현지인이용건수비중,남성,여성,20대이하,30대,40대,50대,60대이상,URL
성산일출봉해송갈치전문,단품요리 전문,제주 서귀포시 성산읍 성산리 136-7번지 1층,성산읍,성산읍,1,3,13.28,14.76,9.41,8.53,16.06,18.1,19.86,11.94,30.49,30.42,27.15,0,1.61,51.7,48.3,19.86,27.78,21.99,20.42,9.95,https://pcmap.place.naver.com/place/1525909689/home
어사촌도야지,가정식,제주 제주시 애월읍 어음리 2473-4번지,애월읍,애월읍,3,4,14.43,15.7,7.3,12.7,14.6,17.14,18.14,8.91,40.07,15.81,35.21,0,35.46,64.95,35.05,6.81,13.22,26.76,31.73,21.52,https://pcmap.place.naver.com/place/13398271/home
루스트플레이스 봉개점,양식,제주 제주시 봉개동 1886번지 2층,봉개동,제주,4,3,0.94,16.34,11.84,14.3,14.93,19.73,21.92,3.44,26.44,23.14,46.98,0,88.88,49.78,50.22,5.93,26.1,41.05,16.13,10.8,https://pcmap.place.naver.com/place/1558913488/home
옛날통닭물통광양점,치킨,제주 제주시 이도이동 1134-8번지 1층,이도이동,제주,3,1,12.95,17.97,15.28,14.86,13.24,18.88,6.82,0,0,13.38,78.68,7.94,89.94,64.48,35.52,4.4,13.41,36.5,32.34,13.36,https://pcmap.place.naver.com/place/1321926326/home
보배반점 제주도청점,중식,제주 제주시 연동 310-13번지 1층,연동,제주,5,5,14.45,13.65,15.7,11.28,11.13,16.08,17.71,14.54,24.96,18.79,31.17,10.55,61.58,63.98,36.02,13.89,28.03,29.49,20.41,8.18,https://pcmap.place.naver.com/place/1547409916/home
청진동해물탕함덕점,가정식,제주 제주시 조천읍 함덕리 948번지,조천읍,조천읍,1,2,18.66,10.82,5.96,9.82,11.37,21.51,21.87,4.01,13.45,22.91,59.63,0,14.43,60.23,39.8,10.68,18.25,32.03,25.85,13.2,
매콤달콤오일장떡볶이,분식,제주 제주시 일도일동 1102-3번지,일도일동,제주,5,4,14.42,13.52,12.9,11.05,11.35,16.98,19.79,12.03,16.2,46.25,25.52,0,18.77,47.31,52.69,16.43,23.3,32.21,21.5,6.52,
국수탐나,단품요리 전문,제주 제주시 일도이동 1034-10번지,일도이동,제주,3,3,9.82,12.25,19.42,10.51,11.37,15.81,20.82,10.89,6.03,4.92,23.82,54.33,88.43,71.73,28.28,5.55,24.15,38.18,21.25,10.83,https://pcmap.place.naver.com/place/1240523422/home
땡큐베리,단품요리 전문,제주 서귀포시 서귀동 756-5번지 2층,서귀동,서귀포,4,2,15.28,16.74,15.7,15.23,17.49,17.6,1.94,10.43,29.25,32.93,27.38,0,66.12,45.12,54.88,6.88,16.93,28.74,30.13,17.33,
메가엠지씨커피제주도청점,커피,제주 제주시 연동 300-24번지 1층,연동,제주,6,3,14.53,15.06,16.5,14.43,15,13.71,10.78,41,27.01,21.79,10.21,0,37.95,57.56,42.44,23.21,32.28,25.48,14.57,4.46,
둘레길,단품요리 전문,제주 서귀포시 중문동 2006-3번지 2층,중문동,서귀포,4,5,14.49,13.94,13.43,12.52,12.06,15.07,18.48,9.92,32.88,22.89,34.26,0.06,19.49,49.37,50.63,28.24,33.83,23.3,10.42,4.23,https://pcmap.place.naver.com/place/1201933332/home
스위츠커피바,단품요리 전문,제주 제주시 노형동 3796-9번지 1층,노형동,제주,4,2,17.46,13.71,0,15.55,16.1,18.72,18.46,19.59,34.26,41.11,5.04,0,64.73,29.15,70.85,33.64,41.52,15.42,7.46,1.95,
(주)다모아미래컨벤션센터,가정식,제주 제주시 용담일동 248-5번지,용담일동,제주,1,3,0,28.57,28.57,28.57,0,14.29,0,28.57,28.57,42.86,0,0,82.05,60,40,5,25,25,25,20,
두문포갈치,단품요리 전문,제주 제주시 구좌읍 종달리 485-1번지 1층,구좌읍,구좌읍,2,2,20.23,8.15,16.3,17.85,14.21,7.53,15.72,20.27,43.82,28.38,7.53,0,3.77,48.97,51.03,26.23,24.63,16.93,24.03,8.17,https://pcmap.place.naver.com/place/1587214183/home
밥통,가정식,제주 서귀포시 남원읍 태흥리 974-12번지 1층,남원읍,남원읍,2,2,11.51,14.7,15.21,12.84,16.11,12.94,16.68,22.23,27.83,11.76,37.97,0.21,23.95,55.69,44.31,9.53,20.95,30.76,23.73,15.05,https://pcmap.place.naver.com/place/1254501851/home
고등어회전문점 우성이네,단품요리 전문,제주 서귀포시 강정동 172-10번지 지1층,강정동,서귀포,2,4,11.98,12.49,7.13,13.47,14.96,19.34,20.64,0,0.43,7.73,86.85,4.98,21.95,68.35,31.65,21.12,28.83,20.46,19.99,9.59,https://pcmap.place.naver.com/place/1726754943/home
신설오름,가정식,제주 제주시 일도이동 409-5번지,일도이동,제주,6,6,2.18,13.18,13.89,14.39,15.19,19.79,21.38,18.15,15.65,15.79,26.77,23.65,46.14,64.83,35.17,17.29,33.63,26.19,17.03,5.85,https://pcmap.place.naver.com/place/11885803/home
흑백돈,가정식,제주 제주시 조천읍 함덕리 954-4번지 1층,조천읍,조천읍,1,1,18.18,9.09,0,27.27,27.27,0,18.18,0,0,18.18,81.82,0,14.01,59.2,40.8,23.4,25.2,31.2,13.8,6.4,
레드사이공,단품요리 전문,제주 제주시 삼도일동 569-26번지 1층 삼도일동,삼도일동,제주,3,1,7.1,15.74,19.2,17.33,18.11,22.52,0,23.75,45.62,11.85,18.78,0,79.95,43.55,56.45,18.65,32.98,32.33,11.55,4.5,https://pcmap.place.naver.com/place/1384818072/home
델문도,단품요리 전문,제주 제주시 조천읍 함덕리 1008-1번지 1층,조천읍,조천읍,6,6,13.82,13.62,13.04,13.06,13.37,17.03,16.06,26.39,22.48,37.14,13.67,0.32,4.77,44.68,55.32,18.68,26.43,25.05,21.43,8.43,https://pcmap.place.naver.com/place/36859834/home
고니식당,가정식,제주 제주시 아라일동 6092-10번지 101호,아라일동,제주,4,3,17.46,17.59,17.84,17.16,14.3,0,15.65,20.89,44.66,11.82,22.63,0,79.7,69.48,30.52,6.08,19.79,38.57,27.84,7.73,https://pcmap.place.naver.com/place/267896774/home
돼지삼춘생구이,가정식,제주 제주시 연동 1502-7번지 1층,연동,제주,2,4,11.27,15.94,11.18,12.31,16.53,17.95,14.82,0.17,4.03,8,87.81,0,59.68,67.1,32.9,8.12,19.23,31.08,31.35,10.21,https://pcmap.place.naver.com/place/37867577/home
보배쌤보리김치와게장하귀점,단품요리 전문,제주 제주시 애월읍 하귀1리 530-9번지 2층,애월읍,애월읍,3,4,15.35,13.55,14.86,13.08,11.39,15.12,16.65,11.81,29.6,26.86,31.74,0,41.31,49.53,50.48,9.83,18.97,26.47,28.9,15.83,https://pcmap.place.naver.com/place/1421253959/home
제주선채향,가정식,제주 서귀포시 안덕면 사계리 2294-2번지,안덕면,안덕면,5,5,0,12.8,16.29,15.78,16.56,19.45,19.12,20.56,54.33,25.12,0,0,6.84,46.98,53.03,20.83,33.08,22.31,15.59,8.18,https://pcmap.place.naver.com/place/1333639081/home
주식회사 광원,가정식,제주 제주시 노형동 75-10번지,노형동,제주,3,5,14.75,17.25,16.24,15.4,13.15,13.7,9.51,0.84,37.81,10.49,45.78,5.08,64.66,57.35,42.65,3.31,17.05,34.56,27.4,17.73,
24시제주해장국,단품요리 전문,제주 제주시 연동 271-20번지 1층,연동,제주,4,4,15.69,15.04,10.74,12.95,14.6,13.89,17.09,25.63,6.1,7.87,27.86,32.54,37.96,69.14,30.86,17.14,23.96,27.69,21.63,9.6,
순창,가정식,제주 제주시 연동 261-56번지 연동,연동,제주,3,4,20.32,15.33,19.22,16.19,15.58,13.35,0,2.49,26.29,6.49,64.73,0,52.9,65.43,34.57,15.38,22.33,26.68,18.76,16.83,https://pcmap.place.naver.com/place/1108531009/home
오롯,가정식,제주 제주시 아라이동 3009-5번지 1층,아라이동,제주,4,4,0,21.13,21.49,19.56,19.21,18.6,0,4.37,47.71,19.71,28.21,0,49.97,42.21,57.79,21.71,33.95,23.03,14.96,6.39,
꼼닭,가정식,제주 제주시 연동 303-40번지 1층,연동,제주,1,2,16.86,18.53,15.26,13.09,16.23,0,20.02,0,0,0.45,99.55,0,79.2,73.24,26.76,8.49,20.13,34.94,29.2,7.25,https://pcmap.place.naver.com/place/20953331/home
도두해수파크 구내매점,구내식당/푸드코트,제주 제주시 도두일동 1729번지,도두일동,제주,5,2,8.55,8.7,7,5.79,10.26,28.71,30.99,5.25,9.05,30.74,48.72,6.24,64.97,53.16,46.84,21.87,26.53,33.55,13.45,4.6,
화산양꼬치3호점,꼬치구이,제주 제주시 노형동 2577-4번지,노형동,제주,3,4,13.32,13.16,6.5,14.63,18.12,15.53,18.75,0,3.65,11.25,77.93,7.17,84.76,54.07,45.93,13.34,25.09,38.06,20.93,2.56,https://pcmap.place.naver.com/place/1223234977/home
피자알볼로서귀포점,피자,제주 서귀포시 동홍동 116-12번지,동홍동,서귀포,2,1,14.76,0.39,14.42,11.38,15.95,19.42,23.69,5.29,8.8,26.18,59.73,0,80.06,46.68,53.33,4.47,11.63,34.36,33.93,15.61,https://pcmap.place.naver.com/place/33741310/home
탐복,가정식,제주 서귀포시 강정동 418번지 1층,강정동,서귀포,1,1,1.59,14.36,16.63,10.94,19.58,14.79,22.11,0,10.52,1.6,60.01,27.87,46.52,64,36,6.21,25.71,35.99,25.29,6.84,
옹기밥상,단품요리 전문,제주 제주시 노형동 318-54번지 1층,노형동,제주,4,4,17.54,18.37,15.38,17.13,15.8,15.77,0,15.42,62.16,22.42,0,0,59.54,44.72,55.28,2.94,10.98,25.16,33.68,27.27,https://pcmap.place.naver.com/place/1454055282/home
족발야시장 일도점,단품요리 전문,제주 제주시 일도이동 68-9번지 1층,일도이동,제주,1,2,17.78,16.11,11.59,11.27,21.35,21.9,0,0,0,2.38,88.73,8.89,84.48,77.5,22.5,10.87,19.2,39.1,23.5,7.33,
엠케이엠주식회사,단품요리 전문,제주 제주시 노형동 1044-10번지 1층,노형동,제주,2,2,14.87,13.58,12.31,13.85,15.6,15.41,14.38,0,1.51,5.54,54.11,38.85,77.57,69,31,15.17,20.85,26.98,26.57,10.45,
송악통갈치,단품요리 전문,제주 서귀포시 대정읍 상모리 133번지 2층,대정읍,대정읍,2,3,17.62,6.11,10.69,10.62,17.37,19.08,18.51,6.4,35.53,35.75,22.33,0,1.86,57.99,42.01,12.78,22.67,21.68,28.42,14.47,https://pcmap.place.naver.com/place/1610788903/home
바삭돈가스,가정식,제주 제주시 연동 1398-2번지 103호,연동,제주,5,4,17.19,16.72,16.81,15.09,14,20.18,0,3.42,33.93,28.87,33.77,0,73.09,49.08,50.92,12.53,23.22,42.57,16.98,4.74,https://pcmap.place.naver.com/place/108411407/home
쨍하고회뜰날,일식,제주 제주시 연동 255-5번지,연동,제주,2,4,19.04,15.13,17.68,13.81,19.18,15.16,0,0,0,2.28,94.84,2.88,33.93,69.08,30.92,5.2,10.69,32.61,35.09,16.41,https://pcmap.place.naver.com/place/21378063/home
일차돌제주성산점,가정식,제주 서귀포시 성산읍 고성리 1189-8번지 1층,성산읍,성산읍,1,1,18.77,11.76,17.22,4.12,20.72,15.75,11.67,0,2.16,18.61,75.59,3.64,54.05,66.58,33.42,20,19.98,28.88,22.94,8.22,
서귀포흑돈,가정식,제주 서귀포시 토평동 551-2번지,토평동,서귀포,2,4,12.31,14.22,13.14,13.03,17.01,15.98,14.31,0,4.48,8.19,87.03,0.3,3.95,59.53,40.47,6.18,16.61,24.12,32.2,20.86,https://pcmap.place.naver.com/place/36016256/home
하르방짬뽕,중식,제주 제주시 애월읍 하귀1리 214-4번지 1층,애월읍,애월읍,5,5,15.92,0,18.03,14.39,14.69,16.4,20.57,14.39,44.31,21.2,20.1,0,56.47,64.78,35.22,15.34,28.73,33.32,16.53,6.09,https://pcmap.place.naver.com/place/37996260/home
(주)아워홈 제주국제공항2지점,구내식당/푸드코트,제주 제주시 용담이동 2002번지,용담이동,제주,6,5,13.73,13.04,13.7,14.97,16.21,15.21,13.14,41.62,20.38,28.33,9.68,0,13.4,44.79,55.21,25.04,29.73,22.49,16.53,6.22,
이공이시,일식,제주 서귀포시 색달동 2822-2번지 신우성타운 1층,색달동,서귀포,3,5,13.73,6.23,11.34,14.77,15.76,20.22,17.96,0.24,15.86,11.76,71.61,0.53,7.2,55.19,44.82,18.1,37.68,24.28,13.43,6.49,https://pcmap.place.naver.com/place/1852372643/home
호텔샌드,커피,제주 제주시 한림읍 협재리 2446-3번지 1층,한림읍,한림읍,6,5,14.56,12.65,14.29,12.24,13.53,16.5,16.23,18.27,25.99,43.3,12.42,0.02,4.98,40.53,59.48,34.43,36.09,17.15,9.05,3.28,https://pcmap.place.naver.com/place/1089671180/home
바당길목,가정식,제주 서귀포시 보목동 683-5번지,보목동,서귀포,2,2,14.04,14.53,13.12,9.33,12.03,15.02,21.93,14.21,34.76,10.1,40.93,0,47.47,70.04,29.96,5.98,18.26,20.92,33.6,21.26,
뽕이네각재기,가정식,제주 제주시 일도이동 370번지,일도이동,제주,4,3,15.02,11,16.85,16.52,17.51,0.56,22.53,51.98,34.44,13.58,0,0,67.21,70.37,29.63,1.78,9.62,23.05,41.33,24.2,https://pcmap.place.naver.com/place/35852583/home
미친제주면소,일식,제주 제주시 삼도이동 1188번지 2층,삼도이동,제주,2,4,0,0,8.7,30.43,13.04,26.09,21.74,0,26.09,8.7,56.52,8.7,52.21,56.1,43.9,21.1,48,17.1,10.6,3.3,https://pcmap.place.naver.com/place/1610504378/home
설농옥시청점,단품요리 전문,제주 제주시 이도이동 1176-42번지,이도이동,제주,2,2,19.94,20.26,12.16,19.57,16.01,11.29,0.77,20.7,40.87,9.65,28.78,0,67.19,59.55,40.45,13.7,16.21,21.45,28.73,19.94,https://pcmap.place.naver.com/place/154725405/home
올바른면옥,가정식,제주 서귀포시 강정동 232번지 105호,강정동,서귀포,5,5,13.44,14.96,13.7,9.05,12.85,16.68,19.31,10.02,34.75,22.17,32.99,0.08,62.19,58.63,41.38,8.96,20.81,29.85,22.02,18.35,https://pcmap.place.naver.com/place/1847045722/home
내도바당,단품요리 전문,제주 제주시 내도동 509번지,내도동,제주,2,3,19.52,16.5,15.98,15.62,16.45,15.92,0,3.14,16.57,9.36,70.93,0,23.14,53.71,46.29,24.1,28.97,14.63,20.96,11.37,https://pcmap.place.naver.com/place/12890508/home
돈가네우가네,가정식,제주 서귀포시 동홍동 499-6번지 1층,동홍동,서귀포,2,3,16.18,15.13,13.08,12.62,17.25,15.47,10.28,0,0,2.42,92.03,5.55,82.86,70.92,29.08,6.9,14.04,30.16,39.55,9.32,https://pcmap.place.naver.com/place/159631231/home
백가네,가정식,제주 제주시 이도이동 1175-4번지,이도이동,제주,3,3,14.7,16.31,17.7,17.31,14.18,19.8,0,6.38,29.09,22.71,41.82,0,65.68,47.58,52.43,14.62,27.86,32.55,15.31,9.68,
명가,가정식,제주 서귀포시 서귀동 267-6번지,서귀동,서귀포,2,4,13.72,7.88,12.69,13,15.63,16.15,20.93,0,0,7.44,92.56,0,35.73,60.66,39.34,16.51,27.88,31.33,16.45,7.83,
효자동설렁탕월정리해변점,단품요리 전문,제주 제주시 구좌읍 월정리 554-1번지,구좌읍,구좌읍,3,1,15.06,12.16,13.87,5.79,16.73,21.05,15.34,17.23,34.59,29.82,18.36,0,16.76,64.66,35.34,15.7,25.26,27.09,22.62,9.4,https://pcmap.place.naver.com/place/1319504459/home
벨라지다,단품요리 전문,제주 서귀포시 안덕면 서광리 2518번지 1층,안덕면,안덕면,5,4,13.99,14.09,13.06,12.69,14.25,16.9,15.02,46.09,7.24,20.49,26.13,0.05,11.54,48.1,51.9,7.29,32.48,38.32,13.67,8.24,https://pcmap.place.naver.com/place/1785205332/home
시애틀의 밤,단품요리 전문,제주 제주시 노형동 1057-2번지 노형이화2차아파트 1층 105호,노형동,제주,1,4,0,7.69,15.38,15.38,38.46,23.08,0,0,0,0,53.85,46.15,79.25,64.3,35.7,10.7,21.4,32.1,23.2,12.5,
마녀의언덕,양식,제주 서귀포시 하예동 702번지 충,하예동,서귀포,4,2,11.77,11.21,12.4,13.33,14.23,18.37,18.68,34.21,27.52,38.27,0,0,9.2,53.78,46.22,16.32,24.75,26.25,23.5,9.27,
소문난돈갈비,가정식,제주 제주시 도련일동 1963-10번지,도련일동,제주,1,2,11.76,15.05,12.86,12.12,12.86,20.44,14.91,0,0.67,4.93,91.31,3.09,85.26,67.62,32.38,6.25,17.79,35.95,30.21,9.81,https://pcmap.place.naver.com/place/1717511080/home
타쿠마,일식,제주 서귀포시 성산읍 고성리 489-4번지,성산읍,성산읍,4,5,15.78,9.15,15.69,13.56,12.48,17.6,15.73,0.87,33.41,17,48.62,0.1,10.59,51.13,48.88,24.41,36.94,20.12,12.84,5.68,https://pcmap.place.naver.com/place/307022508/home
투썸플레이스 제주이도점,커피,제주 제주시 이도이동 1019-11번지 1층,이도이동,제주,5,3,13.92,15.14,13.41,13.63,14.8,15.16,13.94,20.96,21.05,34.49,23.5,0,76.51,39.23,60.78,24.53,29.93,26.08,14.53,4.91,https://pcmap.place.naver.com/place/21039574/home
떡마을,떡/한과,제주 제주시 이도이동 1069-3번지,이도이동,제주,2,1,0,8,0,0,16,76,0,60,24,16,0,0,94.92,40.5,59.5,2.7,9.5,21.6,31.1,35.1,https://pcmap.place.naver.com/place/13512642/home
60계치킨제주서귀포동홍점,치킨,제주 서귀포시 동홍동 413-5번지 1층,동홍동,서귀포,3,2,9.38,8.41,15.18,12.2,17.03,20.64,17.16,0,0,13.27,83.21,3.52,84.39,54.24,45.76,7.33,11.26,37.72,30.29,13.43,https://pcmap.place.naver.com/place/1759860682/home
라스또르따스시청점,단품요리 전문,제주 제주시 이도이동 1179-16번지 1층,이도이동,제주,3,3,0.65,0.58,20.04,14.84,15.71,24.37,23.8,33.41,55.67,10.92,0,0,38.12,47.33,52.68,36.81,40.17,14.08,7.67,1.24,
애월전분공장,단품요리 전문,제주 제주시 애월읍 신엄리 929-3번지 1층,애월읍,애월읍,5,4,16.98,6.92,8.18,13.84,8.18,13.21,32.7,16.35,32.7,49.06,1.89,0,29.19,45.5,54.5,13.3,29.1,27.7,20.9,8.9,
퀸,단품요리 전문,제주 제주시 연동 271-10번지 지하1층,연동,제주,1,2,0,16.59,19.84,14.84,7.54,31.19,10,0,0,0,10.71,89.29,64.35,95.27,4.73,6.16,0,55.57,35.36,2.86,
파리바게뜨제주일도점,베이커리,제주 제주시 일도이동 48-5번지,일도이동,제주,6,4,15.11,14.27,14.25,14.04,14.84,13.85,13.64,20.11,12.52,23.11,40.03,4.23,86.3,43.59,56.41,13.58,21.44,29.54,22.58,12.85,
제주섬SUM분식,분식,제주 서귀포시 서귀동 271-26번지,서귀동,서귀포,3,2,14.75,5.09,11.19,13.06,15.36,20.31,20.24,5,9.52,38.2,47.29,0,1.81,44.91,55.09,19.23,32.28,28.81,13.71,5.99,https://pcmap.place.naver.com/place/598314521/home
난드르포구,가정식,제주 서귀포시 하예동 1841-5번지 1층,하예동,서귀포,2,3,13.17,13.48,3.7,17.51,13.4,21.86,16.88,2.37,17.68,20.07,59.88,0,33.15,66.37,33.63,2.98,6.81,23.07,45.6,21.56,
베메로(BAKE MAKE ROAST),커피,제주 서귀포시 색달동 2822-2번지 1층,색달동,서귀포,5,5,12.79,12.54,13.38,13.77,14.98,15.28,17.27,47.72,24.04,21.13,7.11,0,18.1,43.81,56.2,15.23,28.39,30.86,18.04,7.48,https://pcmap.place.naver.com/place/47928097/home
만미식당,가정식,제주 서귀포시 안덕면 사계리 2077번지,안덕면,안덕면,1,2,13.46,5.11,12.8,20.81,18.59,18.11,11.12,12.86,26.41,31.26,29.48,0,5.97,52.4,47.6,18.92,23.98,20.32,21.32,15.48,https://pcmap.place.naver.com/place/20256085/home
팟타이시암,단품요리 전문,제주 제주시 용담이동 616-72번지 1층,용담이동,제주,3,2,15.08,0,14.52,15.72,14.51,19.58,20.59,9.16,40.38,24.01,26.44,0,64.21,49.03,50.97,18.33,39.28,25.67,13.73,3.03,https://pcmap.place.naver.com/place/1326973012/home
전설의감자탕앤왕돈가스,가정식,제주 서귀포시 표선면 표선리 544-7번지,표선면,표선면,3,2,0,17.06,20.91,15.7,16.56,13.2,16.56,9.16,32.73,19.49,38.63,0,66.47,61.54,38.46,6.6,16.81,38.49,22.63,15.48,
일품순두부한림점,단품요리 전문,제주 제주시 한림읍 대림리 1845-2번지 1층,한림읍,한림읍,4,3,13.97,13.73,15.12,13.95,13.14,13.57,16.51,25.76,30.52,15.06,28.13,0.53,62.93,66.81,33.19,6.7,18.28,27.66,27.49,19.89,https://pcmap.place.naver.com/place/1284120911/home
에이바우트커피,커피,제주 제주시 노형동 3813-9번지 1호 2층,노형동,제주,6,3,13.79,16.12,15.95,15.79,14.52,12.59,11.23,41.54,19.29,26.71,12.46,0,75.26,45.99,54.01,32.76,23.63,23.1,17.11,3.41,
더슬로우,단품요리 전문,제주 제주시 구좌읍 월정리 650번지 2층,구좌읍,구좌읍,3,2,12.5,22.5,0,15,22.5,17.5,10,15,25,25,35,0,18.07,45.8,54.2,27.7,31.3,24.1,12,4.8,https://pcmap.place.naver.com/place/1630158026/home
에이바우트커피아이파크점,커피,제주 제주시 노형동 3780-4번지 1층,노형동,제주,5,2,13.5,19.62,16.21,15.73,14.46,13.71,6.76,37.29,20.89,27.83,13.99,0,74.52,44.75,55.25,25.1,33.6,23.6,13.6,4.05,
돈셰프흑돼지,단품요리 전문,제주 제주시 애월읍 신엄리 2734-1번지 1층,애월읍,애월읍,1,2,11.15,11.29,15.72,12.6,14.09,19.33,15.82,0,0,3.36,94.18,2.46,1.93,54.45,45.55,10.6,20.82,27.2,23.34,18.02,https://pcmap.place.naver.com/place/1396883942/home
앳테이블,단품요리 전문,제주 서귀포시 안덕면 서광리 1418-1번지 101호,안덕면,안덕면,3,3,14.72,16.35,0,13.86,15.73,17.61,21.73,33.48,37.83,20.43,8.27,0,32.26,43.86,56.14,7.32,25.47,48.13,15.1,4,https://pcmap.place.naver.com/place/1293116213/home
으뜸아이스크림할인점,아이스크림/빙수,제주 제주시 외도일동 453-7번지 외도동에코그린빌3차아파트 102호,외도일동,제주,4,2,12.83,12.67,13.35,13.09,13.21,18.66,16.2,6.17,9.53,33.08,43.77,7.45,72.26,49.64,50.36,12.2,23.87,44.09,15.14,4.72,
인그리드,단품요리 전문,제주 제주시 이호일동 371번지 1층,이호일동,제주,4,2,21.42,21.27,0,0,16.44,21.55,19.32,16.31,31.58,52.11,0,0,11.27,31.4,68.6,47.9,31.22,10.28,8.36,2.26,https://pcmap.place.naver.com/place/1536064804/home
안다미로늘봄,단품요리 전문,제주 제주시 이도이동 2015-18번지 1층,이도이동,제주,4,5,14.43,14.45,14,13.22,13.43,16.12,14.34,11.03,36.28,21.75,30.94,0,81.46,65.9,34.1,2.08,10.22,23.43,29.63,34.65,https://pcmap.place.naver.com/place/1980740332/home
오조미야,단품요리 전문,제주 서귀포시 성산읍 오조리 398-10번지,성산읍,성산읍,4,4,14.72,15.32,2.26,15.87,13.72,18.43,19.68,20.49,16.65,13.41,49.32,0.14,6.15,50.56,49.44,15.66,31.5,28.89,15.98,7.95,
한라봉스시,일식,제주 제주시 애월읍 애월리 2550번지,애월읍,애월읍,4,5,13.72,14.57,11.43,12.99,13.95,15.98,17.37,6.24,28.24,38.31,27.21,0,5.18,48.28,51.72,25.45,27.68,25.26,16.81,4.83,
(주)플래닛제주,단품요리 전문,제주 제주시 용담이동 732번지 1동 1층,용담이동,제주,4,3,11.86,12.62,13.46,16.17,17.15,13.03,15.7,12.89,13.2,25.83,48.08,0,14.74,35.58,64.42,43.13,27.27,14.58,11.3,3.75,
